locid,siteno,airport_name,width,facility_id,start_x,start_y,end_x,end_y
3AR8,01010.01*A,RIVER ACRES,25,12045911,-91.96675900000,35.47019200000,-91.96686900000,35.46330000000
40OH,18262.8*A,BUCKS,25,12046411,-81.23717300000,41.45089900000,-81.23247700000,41.45142900000
40OK,19130.8*A,HILLTOP,25,12046511,-96.53848200000,36.11922100000,-96.53766800000,36.11291300000
40TA,24122.01*A,MILES FIELD,25,12046811,-96.22377400000,31.31050200000,-96.21726800000,31.31541000000
41AZ,00728.63*A,AK CHIN COMMUNITY AIRFIELD,25,12047411,-112.02561200000,32.99022900000,-112.02578000000,32.98209500000
41MO,12227.22*A,TEXTOR,25,12048211,-93.49649000000,37.35804400000,-93.49501600000,37.36371400000
41N,18305.3*A,BRACEVILLE,25,12048311,-80.96937600000,41.20703300000,-80.96913800000,41.21530300000
41NC,16826.73*A,SLOOP,25,12048411,-80.52380800000,35.51948000000,-80.52019200000,35.52413200000
41OH,18266.7*A,SLEEPY HOLLOW,25,12048611,-81.09990500000,40.78576200000,-81.09806900000,40.78157800000
41TS,25010.*A,FLYING T RANCH,25,12049211,-96.45131300000,33.37956700000,-96.44532300000,33.37732300000
41TX,25062.*A,HENINGTON,25,12049311,-96.08551000000,33.37750100000,-96.07887800000,33.37216300000
41XS,24889.02*A,MACHO GRANDE,25,12049511,-97.41920100000,30.53565300000,-97.41857700000,30.54252500000
42AK,50870.21*A,WICKER,25,12049611,-149.48754600000,61.56741000000,-149.48245200000,61.57040000000
2FA4,03117.21*A,SOUTHERN RANCH,25,12050111,-80.95118300000,26.38181000000,-80.94005900000,26.37723600000
2MD0,08592.5*A,ANDERSON FARM,25,12050811,-75.70035300000,38.05028300000,-75.70672700000,38.04718500000
2MD1,08495.01*A,RECOMPENSE FARM,25,12050911,-76.72657100000,38.30817500000,-76.72280100000,38.30874100000
2MD4,08645.04*A,ENNIS AERODROME,25,12051111,-75.56083600000,38.39350000000,-75.55401000000,38.39562200000
2MO4,12054.4*A,BRECKENRIDGE,25,12051511,-94.17649600000,38.11788800000,-94.17683800000,38.11100000000
2MO5,11786.03*A,PEGASUS RANCH AERODROME,25,12051611,-92.21158500000,37.37833400000,-92.20984900000,37.38564800000
2MO8,11618.02*A,FRERER STRIP,25,12051711,-94.36184700000,37.13498000000,-94.36637700000,37.13513800000
2MO9,11816.1*A,RUNWAY RANCH,25,12051811,-94.45013900000,38.95182500000,-94.45032100000,38.94818900000
2MT0,12417.03*A,BATES AIRSTRIP,25,12052411,-114.41538200000,48.29830600000,-114.41184000000,48.30169400000
2MT1,12546.02*A,RYAN FIELD,25,12052511,-113.96080200000,48.48638100000,-113.95808600000,48.47973100000
2MT2,12417.7*A,BRAIDWATER FARM,25,12052611,-114.26044100000,48.20299700000,-114.25625300000,48.19703700000
2N2,13210.*A,NEWFOUND VALLEY,25,12052911,-71.75238200000,43.58948500000,-71.75055400000,43.59455100000
WY11,27779.73*A,A-A RANCH,25,12053011,-106.55158600000,41.15186500000,-106.56347600000,41.16473900000
WY18,27851.*A,IBERLIN RANCH NR 2,25,12053211,-106.00348200000,43.55265800000,-106.01431800000,43.56395200000
WY22,27881.11*A,IBERLIN RANCH NR 1,25,12053411,-105.93634800000,43.94786500000,-105.93145800000,43.95208900000
WY23,27895.1*A,IBERLIN STRIP,25,12053511,-106.26718200000,44.07072500000,-106.26454400000,44.07589900000
WY25,27902.1*A,SNELL - NORTH LARAMIE RIVER,25,12053711,-104.93950400000,42.30865900000,-104.93377000000,42.30516900000
WY27,27772.3*A,WAGONHOUND,25,12053811,-105.54409700000,42.58664800000,-105.53256900000,42.58668600000
WY30,27777.11*A,KINKY CREEK DIVIDE,25,12053911,-110.10635700000,43.37151000000,-110.11343500000,43.37948800000
WY31,27813.1*A,MELODY RANCH,25,12054011,-110.77481700000,43.41173700000,-110.77114700000,43.40756300000
WY33,27769.*A,ANTELOPE RUN RANCH,25,12054111,-110.29219400000,42.81550500000,-110.26447200000,42.81838300000
WY36,27870.1*A,BAKERS FIELD,25,12054311,-108.73906900000,44.78973400000,-108.72952300000,44.79072400000
WY37,27882.01*A,SYMONS,25,12054411,-106.82519000000,44.84309200000,-106.82160600000,44.83852000000
WY39,27896.6*A,STAR VALLEY RANCH,25,12054511,-110.96884500000,42.97645700000,-110.96268500000,42.96227700000
WY45,27759.2*A,SLOAN,25,12054711,-104.71178100000,41.15641200000,-104.70481900000,41.15743800000
WY65,27789.3*A,MADSEN,25,12055411,-105.34202000000,44.34943000000,-105.33296400000,44.34831000000
WY66,27772.2*A,CHAMBERLAIN BROTHERS RANCH,25,12055511,-105.62632300000,42.75215600000,-105.61289900000,42.75220000000
X05,03083.01*A,PILOT COUNTRY,25,12055811,-82.49696200000,28.33536700000,-82.49600800000,28.32519900000
PS12,21700.*A,GROVER,25,12056311,-75.87027300000,40.91553500000,-75.86234500000,40.91797300000
PS15,19686.*A,VICARS PRIVATE,25,12056611,-78.39370900000,40.54699600000,-78.38965300000,40.54814200000
PS18,19905.1*A,PECORA FIELD,25,12056911,-78.62421500000,41.90369600000,-78.63083700000,41.90365200000
PS20,21239.1*A,FAIRVIEW FARM AIRFIELD,25,12057111,-76.46406400000,40.53577400000,-76.46030000000,40.53107200000
PS21,20200.*A,FLYING EAGLE,25,12057211,-76.81529800000,40.64498300000,-76.80908600000,40.64685300000
PS25,20439.5*A,CAPTAIN'S FOLLY,25,12057511,-77.16746700000,39.83960200000,-77.16197700000,39.84725800000
PS27,19653.*A,JUERGENSEN AIRPARK AND MARITIME FACILITY,25,12057711,-79.37703000000,39.73273200000,-79.37297000000,39.73004600000
PS35,20423.1*A,DUTCH COUNTRY EGG FARMS,25,12058411,-76.45378500000,40.45880600000,-76.46224900000,40.45748600000
PS38,19853.1*A,BERT'S,25,12058511,-75.74448000000,40.28681800000,-75.75201400000,40.28448000000
PS39,20089.*A,DOWNES,25,12058611,-78.96193600000,40.62939600000,-78.95862000000,40.62727000000
PS43,21657.1*A,BARNES FARMLAND,25,12058911,-80.25992900000,41.06761700000,-80.25186300000,41.06861500000
PS46,20237.*A,GRAYSTRIP,25,12059011,-75.18261100000,40.36377500000,-75.17773500000,40.36087900000
PS47,20299.1*A,HAMILTON HILL,25,12059111,-78.74464600000,40.42785100000,-78.73817200000,40.42785100000
PS50,20499.*A,HUF,25,12059411,-75.72411200000,41.77079700000,-75.72237600000,41.76491500000
PS52,20640.1*A,ALBERTER FARMS,25,12059611,-78.83717900000,40.19385100000,-78.82842100000,40.19630300000
PS54,21201.4*A,EDMONDS,25,12059711,-75.28412000000,40.33079000000,-75.27900800000,40.32775200000
PS61,21590.*A,TIDIOUTE,25,12060111,-79.36818400000,41.68944100000,-79.36357800000,41.69234700000
PS64,19970.1*A,MORTON'S,25,12060311,-80.08111900000,41.82478300000,-80.07677100000,41.82532900000
PS66,20069.*A,PARKER-CRAMER,25,12060511,-79.36445900000,41.21194300000,-79.35729500000,41.21096100000
PS67,20072.*A,UPHILL,25,12060611,-80.42756300000,40.10612800000,-80.43423700000,40.10624000000
PS69,20396.6*A,BARNHART,25,12060811,-78.54462200000,40.72629600000,-78.53431200000,40.72771800000
PS82,21504.5*A,LAZY J. RANCH,25,12061711,-75.59805200000,41.29389400000,-75.59732400000,41.29793800000
TX56,23906.*A,DOUGLASS RANCH,25,12061811,-98.70424800000,27.71225800000,-98.70081800000,27.71874200000
TX62,24359.01*A,RHODES RANCH,25,12062311,-95.43938800000,32.62947600000,-95.43885400000,32.63746000000
TX64,23726.12*A,LAZY 9 RANCH,25,12062511,-97.52787700000,33.30477100000,-97.52662100000,33.29379300000
TX68,23798.1*A,PARKER PLACE,25,12062711,-96.27784400000,33.59521300000,-96.27545200000,33.58833100000
TX70,23585.*A,EBERLY RANCH,25,12062911,-96.22374800000,30.04954700000,-96.21273000000,30.05423100000
TX73,23848.2*A,BIG BROWN CREEK AIRSTRIP,25,12063211,-96.05454100000,31.83507900000,-96.04983700000,31.82691900000
TX74,24480.17*A,THOMAS FLYING FIELD,25,12063311,-97.27605700000,32.26378000000,-97.27449900000,32.25899800000
TX75,23902.81*A,SANDBUR RANCHES PVT,25,12063411,-96.54388400000,31.00699500000,-96.53778200000,31.01244900000
TX78,23312.04*A,BLOCK RANCH,25,12063711,-97.23227000000,32.33204900000,-97.23161800000,32.32628500000
TX79,23667.09*A,CRESCENT C RANCH,25,12063811,-99.05330100000,28.09459300000,-99.04447700000,28.08318500000
TX81,23911.01*A,ROBOTEK,25,12064011,-97.04008400000,33.55012600000,-97.03602800000,33.54987400000
TX89,23925.11*A,GANZE RANCH AIRSTRIP,25,12064811,-96.62272200000,32.96709300000,-96.62226600000,32.97259500000
TX91,23925.2*A,MADEIRA AIRPARK,25,12065011,-96.59838800000,32.90673300000,-96.59548600000,32.90851500000
TX92,23933.02*A,GREEN,25,12065111,-97.67146800000,30.59426700000,-97.66743800000,30.59779100000
TX94,23838.*A,FLYING R RANCH,25,12065311,-97.28075000000,33.45256000000,-97.27258400000,33.45322000000
TX95,23949.5*A,COPPENGER FARM,25,12065411,-97.53137100000,32.41690000000,-97.53311700000,32.41116000000
TX97,23672.*A,CADE FIELD,25,12065511,-97.79575800000,31.76700800000,-97.79707000000,31.76274200000
TX98,23949.53*A,HAWKINS PRIVATE,25,12065611,-97.50123300000,32.47848500000,-97.50047500000,32.47179300000
U45,04141.3*A,GRAHAM USFS,25,12066111,-115.27123300000,43.95905300000,-115.27394900000,43.95130300000
X49,03281.1*A,SOUTH LAKELAND,25,12066711,-82.04738700000,27.93639500000,-82.04056100000,27.93032100000
X61,03575.5*A,BOB WHITE FIELD,25,12067211,-81.62398800000,28.73570800000,-81.63424600000,28.73483600000
XA00,24137.68*A,PROSE FIELD,25,12067411,-97.28006500000,33.14950400000,-97.28049100000,33.14494000000
XA03,24726.18*A,EDGINGTON RANCH,25,12067611,-97.27166500000,33.43160500000,-97.27225700000,33.42528300000
XA04,23948.26*A,CIRCLE EIGHT RANCH,25,12067711,-97.90050900000,32.23481900000,-97.89877900000,32.24041900000
XA07,23591.*A,SPECTRE,25,12067911,-97.71876000000,33.27674700000,-97.71457400000,33.27325300000
XA08,23667.07*A,LOS CUERNOS RANCH,25,12068011,-99.09092200000,28.17273100000,-99.09235000000,28.15955700000
XA09,23420.5*A,MENARD,25,12068111,-98.06068100000,33.58606400000,-98.06154100000,33.57782400000
XA10,24527.23*U,PONDEROSA FIELD,25,12068211,-97.33870500000,33.23260400000,-97.33883300000,33.23123000000
XA12,23431.45*A,MCFARLIN RANCH,25,12068411,-98.03250000000,30.69746900000,-98.03305600000,30.69197500000
XA15,24610.5*A,HOLICT PVT,25,12068611,-96.98054900000,31.42946500000,-96.97889500000,31.42442300000
XA17,24926.51*A,CHUCKSTER,25,12068711,-95.56338000000,33.32469400000,-95.56382000000,33.31864000000
XA23,24508.01*A,RICHARDSON FIELD,25,12069311,-94.97055700000,33.02161000000,-94.96944300000,33.01394600000
XA31,24200.*A,LEWIS RANCH,25,12070011,-99.78336200000,29.81500000000,-99.79231600000,29.81877400000
XA32,23512.66*A,WOLFE FIELD,25,12070111,-97.17247700000,30.90746800000,-97.17007900000,30.91547600000
XA33,23525.11*A,THORNY WOODS,25,12070211,-96.26472400000,32.96103300000,-96.26412000000,32.95637300000
XA34,23726.15*A,ALLISON FARM,25,12070311,-97.42761500000,33.24579000000,-97.42838500000,33.23754400000
XA41,24013.3*A,LONE STAR FLYING SERVICE,25,12071011,-99.24420800000,30.35081300000,-99.25085800000,30.35922100000
XA42,24141.03*A,CONNIES AVIATION,25,12071111,-96.38448000000,32.37540200000,-96.38965400000,32.37571000000
XA43,24158.22*A,FALL CREEK RANCH,25,12071211,-99.20992500000,29.90999200000,-99.20388100000,29.90623000000
XA44,24233.01*A,BIRCHFIELD RANCH,25,12071311,-98.42358200000,31.26913300000,-98.42419600000,31.26308900000
XA45,24233.71*A,WEEDFALLS,25,12071411,-95.93413500000,33.02383600000,-95.92753100000,33.01849800000
XA46,24359.02*A,CREEKSIDE AIR PARK,25,12071511,-95.45392100000,32.69048700000,-95.45480100000,32.69678500000
PS11,19960.1*A,MC CARDLE FARM,25,12071611,-77.55731600000,40.64342000000,-77.55322800000,40.64727800000
PS98,21484.1*A,TRAVIS,25,12072611,-79.19971200000,40.88241300000,-79.19328800000,40.88325300000
PS99,21584.1*A,WEST PENN TOWNSHIP,25,12072711,-75.93651500000,40.74729600000,-75.92944500000,40.74844200000
R03,19346.75*A,ALKALI LAKE STATE,25,12072911,-119.97306500000,43.09548700000,-119.97908100000,43.07925900000
R33,19633.5*A,WAKONDA BEACH STATE,25,12073011,-124.08537000000,44.38731500000,-124.08486800000,44.38181300000
R47,18079.*A,RUHE'S,25,12073111,-84.05993500000,41.10243700000,-84.04384300000,41.10377500000
RBM,00912.6*A,ROBINSON AAF/NG,25,12073311,-92.30562300000,34.84488700000,-92.29467900000,34.85529300000
REO,19588.*A,ROME STATE,25,12073711,-117.89324900000,42.57176000000,-117.87761100000,42.58356000000
U54,04142.3*A,BERNARD USFS,25,12074911,-114.73454100000,44.98224900000,-114.73508700000,44.97702500000
U63,04340.53*A,BRUCE MEADOWS,25,12075311,-115.32540300000,44.41246400000,-115.30813900000,44.41845400000
UT03,25159.91*A,HITE,25,12076411,-110.38777200000,37.89224700000,-110.38028600000,37.89106300000
UT10,25117.21*A,CEDAR VALLEY,25,12076611,-112.01741800000,40.36424800000,-112.01813800000,40.35019600000
UT17,25243.11*A,PFEILER RANCH,25,12076911,-112.33915700000,37.93240200000,-112.32458500000,37.93199800000
UT24,25099.*A,STRAWBERRY VALLEY ESTATES,25,12077311,-112.64064200000,37.49761700000,-112.65034000000,37.48901100000
UT30,25172.01*A,DEER SPRINGS RANCH,25,12077411,-112.22399600000,37.33018900000,-112.22305800000,37.35477300000
XA47,24381.*A,TICK HILL AIRFIELD,25,12077711,-97.48506700000,31.31205500000,-97.48454500000,31.30738900000
XA48,24397.7*A,DREAMLAND,25,12077811,-97.31671900000,33.64368700000,-97.31328100000,33.63964700000
XA51,24630.01*A,SMITH,25,12078111,-97.12689700000,31.41632600000,-97.12476900000,31.42034000000
XA52,24931.01*A,EHNI,25,12078211,-95.29377100000,30.91939900000,-95.29322900000,30.92765700000
XA71,23343.01*A,NORTH CEDAR,25,12079611,-94.97446900000,31.28061700000,-94.97353100000,31.27404900000
XA75,23973.52*A,DOUBLE A,25,12079911,-97.09933100000,32.32785000000,-97.10000300000,32.32015000000
XA77,24184.02*A,BENNY WHITE FLYING,25,12080111,-101.78208300000,32.75387800000,-101.77680500000,32.74334400000
XA84,24960.*A,STONEY FORK LANDING,25,12080611,-97.12051400000,33.47880700000,-97.11837400000,33.47508100000
XA85,24980.01*A,COUGAR LANDING,25,12080711,-97.31799200000,31.64620900000,-97.31089600000,31.63767900000
XA86,24988.24*A,DRIFTWOOD RANCH,25,12080811,-97.80681900000,32.57066300000,-97.80269700000,32.56324300000
XA88,23406.12*A,DM RANCH,25,12080911,-99.56705100000,28.97674700000,-99.55906100000,28.97991900000
XA90,23949.91*A,FLY 1 ON,25,12081111,-95.52754900000,32.76038700000,-95.52800700000,32.75405700000
XA92,24341.04*A,HERD RANCH,25,12081211,-100.10227800000,30.87411300000,-100.10327800000,30.86588700000
XA93,23503.6*A,TORTUGA RANCH,25,12081311,-99.65490700000,28.62578400000,-99.65382100000,28.61286000000
XA95,23546.*A,CANDELARIA,25,12081511,-104.68291900000,30.14685000000,-104.68208100000,30.15203800000
XA98,23726.16*A,JBJ RANCH,25,12081611,-97.46010800000,33.30020000000,-97.45602600000,33.30520000000
XA99,23726.17*A,FLAT BUSH,25,12081711,-97.60739400000,33.13754100000,-97.60670600000,33.13122500000
XS00,24227.02*A,FLYING D,25,12082011,-98.74917000000,30.63456200000,-98.74749600000,30.63988200000
XS01,23903.02*A,TSCHIRHART RANCH,25,12082111,-98.88644500000,30.44744700000,-98.88586300000,30.45293900000
XS05,24298.3*A,H M RANCH,25,12082511,-98.16922500000,29.59646700000,-98.17301700000,29.60121100000
XS06,23973.49*A,FLYING B RANCH,25,12082611,-97.15098600000,32.30121700000,-97.14791800000,32.29574100000
XS07,24298.5*A,W D CORNILIUS RANCH,25,12082711,-96.06233300000,28.95226000000,-96.05758700000,28.94825600000
XS08,24308.01*A,POLK RANCH,25,12082811,-99.20043600000,30.87391700000,-99.19856000000,30.87976300000
S09,12403.5*A,HOT SPRINGS,25,12082911,-114.60650800000,47.61372400000,-114.62041800000,47.61115000000
S16,26170.*A,COPALIS STATE,25,12083011,-124.18812200000,47.13052900000,-124.18112000000,47.11908700000
S17,22300.*A,TWIN LAKES,25,12083111,-81.87236100000,33.64243000000,-81.86175100000,33.64895200000
S18,26213.*A,FORKS,25,12083211,-124.40005700000,47.93594000000,-124.39178500000,47.93949600000
S37,21487.*A,SMOKETOWN,25,12083511,-76.20618600000,40.04150600000,-76.19760600000,40.04168000000
S48,19596.01*A,COUNTRY SQUIRE AIRPARK,25,12083711,-122.27407300000,45.35416500000,-122.26203900000,45.35472300000
S79,22306.*A,GREEN SEA,25,12084011,-79.02648400000,34.18484400000,-79.01469200000,34.18626800000
S82,04228.5*A,KOOSKIA MUNI,25,12084111,-115.98033900000,46.13504500000,-115.97716700000,46.13029700000
S84,04178.3*A,COTTONWOOD MUNI,25,12084211,-116.33762500000,46.03839800000,-116.32544500000,46.03914200000
S86,26425.8*A,SKY HARBOR,25,12084311,-121.79627500000,47.87051800000,-121.78840900000,47.87079600000
S88,26409.*A,SKYKOMISH STATE,25,12084411,-121.34311600000,47.71028800000,-121.33499600000,47.71158400000
SC00,22580.*A,TRIPLE TREE,25,12084811,-81.99669600000,34.68327700000,-82.00608200000,34.66561100000
SC08,22587.*A,BETHEL-LAKE WYLIE,25,12085211,-81.13866300000,35.04840600000,-81.13593100000,35.05187400000
SC10,22184.*U,STATE LINE ULTRAPORT/FLIGHTPARK,25,12085411,-81.82037600000,35.17822200000,-81.81538400000,35.17869000000
SC14,22296.*A,SHEALY,25,12085511,-81.41240500000,34.06356900000,-81.40724300000,34.06171900000
SC16,22324.2*A,CURRY,25,12085711,-80.00517500000,34.38151400000,-80.00551300000,34.37435000000
SC24,22524.01*A,EAGLE RIDGE,25,12086011,-82.91605000000,34.66959300000,-82.91117200000,34.67374100000
UT41,25117.2*A,GLENMAR RANCH,25,12086111,-112.00025000000,40.34280300000,-111.99740200000,40.33597500000
UT47,25168.1*A,GRASSY MEADOWS/SKY RANCH LANDOWNERS ASSN,25,12086411,-113.31485600000,37.10793900000,-113.31282000000,37.09591700000
UT54,25177.87*A,CRYSTAL SPRINGS RANCH,25,12086711,-113.33110900000,37.25596800000,-113.33712300000,37.25066200000
UT67,25322.*A,PARADISE AIR PARK,25,12087211,-109.84945800000,40.43619400000,-109.84444800000,40.44594200000
UT75,25205.*A,MINERAL CANYON STRIP,25,12087511,-109.98501700000,38.53575000000,-109.98164900000,38.53091600000
UT79,25169.7*A,3-I ROCKER RANCH,25,12087911,-109.34516800000,40.41773200000,-109.34205400000,40.41338000000
UT80,25117.01*A,HAMILTON FORT RANCH,25,12088011,-113.15789000000,37.64022100000,-113.16089800000,37.62917300000
UT82,25103.5*A,BERYL JUNCTION,25,12088211,-113.64399500000,37.71658700000,-113.64760100000,37.70335700000
VA00,26023.4*A,BROOK HILL FARM,25,12088711,-79.17933000000,37.92561500000,-79.17684200000,37.93076300000
VA02,25980.*A,PACE,25,12088911,-79.89466300000,36.58950900000,-79.89319500000,36.58132300000
VA06,25765.1*A,DEER RUN,25,12089011,-80.45840000000,36.99385500000,-80.45059200000,36.99473700000
VA07,26033.21*A,BURKES GARDEN,25,12089111,-81.37268700000,37.09358600000,-81.36585500000,37.09775800000
VA08,25841.02*A,LONGBRANCH,25,12089211,-76.36309000000,37.71824600000,-76.35458000000,37.71591200000
XS09,24415.*A,ESTATES AIRPARK,25,12089411,-95.43678700000,30.53185800000,-95.43599100000,30.54314200000
XS11,24322.01*A,IDLEWILD,25,12089611,-99.36376700000,29.77851000000,-99.35465500000,29.77471200000
XS13,24322.2*A,T-4 RANCH,25,12089811,-99.19867200000,29.81910900000,-99.19474000000,29.81410900000
XS14,23985.11*A,WEESE INTL,25,12089911,-96.06999000000,32.97673500000,-96.07112200000,32.96215300000
XS15,24341.01*A,WOMACK RANCH,25,12090011,-99.89559700000,30.77057900000,-99.90510500000,30.77144300000
XS17,24355.45*A,HENSLEY RANCH,25,12090211,-96.90136800000,30.70428300000,-96.90248400000,30.71388500000
XS18,24357.*A,TOM J MOORE FARM,25,12090311,-96.22537400000,30.39013400000,-96.22399200000,30.37917000000
XS21,23720.01*A,H & S AIRFIELD,25,12090411,-95.70751800000,29.33345000000,-95.70182200000,29.32870400000
XS23,24385.51*A,PRIOUR RANCH,25,12090511,-99.47217400000,30.13006700000,-99.47014800000,30.12311900000
XS24,24394.*A,CHERRY SPRAYING SERVICE,25,12090611,-97.09502800000,29.82874000000,-97.10327800000,29.83060400000
XS25,24406.*A,FLYING C RANCH,25,12090711,-95.68334100000,29.38728900000,-95.68266500000,29.38208300000
XS28,24420.72*A,NORTH WILLIS,25,12090911,-94.46313000000,30.02961200000,-94.46225200000,30.02359400000
XS29,24420.73*A,SONNY BROUSSARD LANDING STRIP,25,12091011,-94.42277100000,29.99323300000,-94.42205300000,29.98830900000
XS30,24479.23*A,BURRESS,25,12091111,-95.48230500000,33.60798200000,-95.48149300000,33.60223200000
XS31,24673.5*A,GRAHAM FIELD,25,12091211,-96.83229100000,33.70465300000,-96.83159900000,33.69889100000
XS33,24445.8*A,CHESSON,25,12091411,-93.86841500000,30.06380600000,-93.86081500000,30.06106200000
XS35,24461.21*A,TRULL,25,12091511,-96.21954100000,28.74258400000,-96.21872500000,28.73572800000
XS36,24473.1*A,TRES NINOS RANCH,25,12091611,-101.69446200000,30.25476900000,-101.68880000000,30.25228700000
XS48,25069.*A,MARLIN'S MEADOW,25,12092511,-95.58005700000,32.95062400000,-95.57494300000,32.95715400000
XS49,24781.01*A,DEAN RANCH,25,12092611,-97.12602200000,29.48924400000,-97.11783800000,29.49123400000
XS51,24563.1*A,SEELIGSON RANCH,25,12092711,-98.14924000000,27.40636400000,-98.14021200000,27.40260000000
XS53,23439.62*A,PRICE RANCH,25,12092911,-99.56938500000,28.59207000000,-99.57348300000,28.60011600000
XS55,24284.4*A,GIZMO FIELD,25,12093111,-96.94077100000,31.93156000000,-96.93700100000,31.92708400000
XS57,24269.12*A,HAVELKA HAVEN,25,12093311,-97.40688900000,31.46788100000,-97.40269500000,31.46283100000
XS58,24601.*A,TRI-COUNTY AIR SERVICE,25,12093411,-94.70617800000,30.04711500000,-94.70533000000,30.04109300000
XS61,24609.6*A,DEEP CREEK RANCH,25,12093611,-99.00048900000,31.12011500000,-99.00627100000,31.10966300000
XS63,24616.3*A,TEXAS AIR MUSEUM,25,12093711,-97.56104700000,26.22621200000,-97.56059300000,26.23115800000
XS64,24616.31*A,FARM SERVICES INC,25,12093811,-97.56472200000,26.25184700000,-97.56525200000,26.24607700000
XS68,23485.*A,SKY LANE RANCH,25,12094211,-96.33025200000,30.25888700000,-96.32689800000,30.25487100000
XS69,24635.3*A,HACKBERRY RANCH,25,12094311,-100.00131800000,29.90959100000,-99.99938000000,29.91306100000
SC26,22567.*A,HAWKS NEST FARM,25,12094411,-82.99737800000,34.81031900000,-82.99984400000,34.80579300000
SC38,22419.3*A,POCOTALIGO,25,12094611,-80.08604700000,33.70770100000,-80.07506500000,33.70729900000
SC39,22580.02*A,GREEN POND,25,12094711,-82.08768300000,34.81824900000,-82.07898300000,34.81508500000
SC40,22531.01*A,PEARSON'S FARM,25,12094811,-81.94533900000,35.06104100000,-81.94431700000,35.05364300000
SC46,22115.1*A,HOUSE MOVERS FIELD,25,12094911,-81.55271500000,33.85119600000,-81.54415900000,33.85075800000
SC47,22527.02*A,PARKER FIELD,25,12095011,-82.16507700000,34.75820200000,-82.15770100000,34.76457600000
SC48,22554.4*A,BYRD FIELD,25,12095111,-80.00059100000,33.88938400000,-79.99899900000,33.87927000000
SC50,22173.4*A,YONGES ISLAND,25,12095311,-80.22640300000,32.70054700000,-80.22545900000,32.69425500000
SC51,22427.*A,TOO GOO DOO FARMS,25,12095411,-80.25571400000,32.70747600000,-80.25059400000,32.70177000000
SC52,22528.*A,OAKVIEW,25,12095511,-82.82042500000,34.81367700000,-82.81708100000,34.81098300000
SC58,22309.2*A,HARTNESS,25,12095911,-82.25209700000,34.84944700000,-82.25146500000,34.84467700000
SC60,22523.6*A,COCKFIELD AERODROME,25,12096111,-79.68641800000,33.90078600000,-79.68148800000,33.90731600000
SC61,22183.1*A,WILD IRISH ROSE,25,12096211,-80.14744700000,34.61841500000,-80.15601900000,34.61744900000
SC69,22266.2*A,SHILOH PLANTATION,25,12096711,-80.95304000000,33.12424900000,-80.94862600000,33.11686300000
SC70,22556.5*A,ANNA'S,25,12096811,-83.08520800000,34.72678400000,-83.08479200000,34.72321600000
SC72,22316.11*A,CHANDELLE,25,12096911,-82.15065000000,34.81823000000,-82.14568000000,34.82756800000
SC74,22123.3*A,MARSH POINT,25,12097111,-80.60060300000,32.45953100000,-80.60127500000,32.46418300000
SC76,22366.3*A,UNITY AERODROME,25,12097211,-80.67839000000,34.80595600000,-80.68174200000,34.79934400000
SC82,22127.*A,OAKHILL AIRPARK,25,12097411,-82.35626400000,34.58574800000,-82.34830200000,34.58528600000
SC86,22252.*A,WILLIAMSPORT AIRPARK,25,12097711,-82.57008100000,34.86734900000,-82.56517700000,34.86177300000
SC87,22555.5*A,AVINGER FIELD,25,12097811,-80.45969600000,33.44501600000,-80.45141600000,33.44054000000
VA13,25990.1*A,BREEZY KNOLL,25,12097911,-79.04054100000,37.26750400000,-79.04505500000,37.26334200000
VA17,26025.*A,MULBERRY RUN,25,12098311,-78.39492800000,39.03416900000,-78.38952800000,39.03771300000
VA18,25665.3*A,BUNDORAN,25,12098411,-78.68555400000,37.97166400000,-78.67892600000,37.96528200000
VA19,25665.4*A,SNOW HILL,25,12098511,-78.36535400000,37.95401600000,-78.37299400000,37.95404200000
VA24,25699.*A,SKOVHUS,25,12098711,-78.96177400000,37.41537900000,-78.96659800000,37.41324100000
VA25,25668.01*A,TWIN TOWERS,25,12098811,-78.36311600000,36.76433500000,-78.35799000000,36.76428100000
VA26,25711.9*A,TRENT FARM AIRSTRIP,25,12098911,-80.11665600000,36.65136500000,-80.11621600000,36.64890900000
VA27,25711.91*A,MOOREFIELD'S AIRSTRIP,25,12099011,-80.13795100000,36.55696700000,-80.13770100000,36.56275300000
VA28,25712.8*A,LAYNE FARM AIRSTRIP,25,12099111,-78.64299200000,37.11819700000,-78.64423400000,37.12432100000
VA30,25713.2*A,BERRYVALE,25,12099311,-77.95708400000,38.52366800000,-77.95568600000,38.52991400000
VA34,25755.2*A,BIG BUFFALO AIRSTRIP,25,12099511,-78.45011600000,37.28538900000,-78.44932000000,37.28158100000
VA41,26075.7*A,HIGH HOPES,25,12100111,-75.61274200000,37.93490300000,-75.60711200000,37.93423500000
VA42,25783.2*A,DOGWOOD AIRPARK,25,12100211,-77.45925000000,38.35745400000,-77.44516200000,38.35946600000
VA44,25801.*A,ROSE RETREAT FARM,25,12100311,-77.88746300000,37.71630900000,-77.88030500000,37.71731500000
VA46,25806.*A,TIMBER RIDGE ARPK,25,12100511,-78.36693200000,39.29556600000,-78.35752400000,39.29685800000
VA50,25816.52*A,WOODS FARM AIRSTRIP,25,12100711,-77.30540500000,37.71708100000,-77.29955100000,37.71320300000
VA52,25823.01*A,FRANK FIELD,25,12100911,-78.94773600000,38.48354400000,-78.94287800000,38.48670200000
